Building Name,Address,Broker,Broker Phone
3533 Vail Ave,"3533 Vail Ave SE, Albuquerque, NM, 87106",Leslie Villareal,505-480-6738
8 Roberts Circle Los Lunas,"8 Roberts Cir, Los Lunas, NM, 87031",Martin Richardson,No Phone Number Available
"12710 & 12720 Lucca Rd SW, Deming, NM 88030","12710 Lucca Rd SW, Deming, NM, 88030",Connor Murray,603-918-1745
Outlaws BBQ,"1018 NM 17, Chama, NM, 87520",John Gillam,970-759-0763
"700 Scott Ave - US-64, Farmington, NM Absolute Auction","700 Scott Ave, Farmington, NM, 87401",Larissa Isenberg,803-403-6781
1109 Arizona,"1109 Arizona St SE, Albuquerque, NM, 87108",Leslie Villareal,505-480-6738
"Lot 1, Per Replat of Lots 13 & 14, Block 6, Airport West 2nd Addition","104 Ike Wingfield Drive, Ruidoso, NM, 88345",Leroy Smith,575-973-2345
316 Princeton Dr SE,"316 Princeton Dr SE, Albuquerque, NM, 87106",Santiago Aceves,505-270-2662
"United RV Storage - ALBUQUERQUE, NM","715 Wagner Dr SE, Albuquerque, NM, 87105",Devin Beasley,602-687-6787
20 Acres for Sale Near the Rio Grande!!,"Wallner Dr, Veguita, NM, 87062",Hayley McInnes,575-808-2830
North Hills Tract B,"1165 Sand Dune Rd NE, Rio Rancho, NM, 87144",Martin Mares,505-818-5280
Hwy 448 (Corrales Rd) 11+ acres,"6000 Rio Norte Rd NE, Rio Rancho, NM, 87144",Martin Mares,505-818-5280
Prime Turn-Key Restaurant + Casita,"900 Paseo Del Pueblo Norte, Taos, NM, 87571",Molly Krause,785-218-4956
Fairacres Plaza,"4001 W Picacho Ave, Las Cruces, NM, 88007",Eugene Heathman,575-937-9330
La Cueva Lodge,"38690 NM-126, Jemez Springs, NM, 87025",Jyl DeHaven,817-360-0285
"Dairy Bar - Red River, NM","417 E Main St, Red River, NM, 87558",Sloan Covington,512-496-3244
3901 W Bender Boulevard,"3901 W Bender Boulevard, Hobbs, NM, 88240",Matthew Smith,575-942-2000
Business For Sale - La Paleta Bar,"4504 N Main St Roswell, NM, Roswell, NM, 88201",Jaret Lane,575-649-3835
46-48A CO RD 2598,"46-48A ROAD 2598, Aztec, NM, 87410",Crystal Snow,No Phone Number Available
323 W MAIN Street,"323 W MAIN Street, Bloomfield, NM, 87413",Daniel Hallum,No Phone Number Available
4 Bed 3 Bath Home and Guest House for Sale!,"404 3rd St, Capitan, NM, 88316",Hayley McInnes,575-808-2830
62-64 St. Francis Plaza,"62 St Francis Plaza, Ranchos de Taos, NM, 87557",Matthew Kreitzer,505-920-4352
Bear Creek Cabins and Motel,"88 Main St, Pinos Altos, NM, 88053",Billy Donnel,575-574-2603
5045 BLOOMFIELD HWY,"5045 BLOOMFIELD HWY, Farmington, NM, 87401",Allen Elmore,505-686-3831
602 N ORCHARD Avenue,"602 N ORCHARD Avenue, Farmington, NM, 87401",Darin Cahoon,No Phone Number Available
509 N BEHREND Avenue,"509 N BEHREND Avenue, Farmington, NM, 87401",Eric Beach,505-270-9165
The Domes Nature Retreat,"1201 West Side Rd, High Rolls, NM, 88325",Douglas Gibson,575-430-0739
