Building Name,Address,Broker,Broker Phone
Miller Properties Portfolio,"306 N Troup St, Valdosta, GA, 31601",John Courson,229-251-4632
"601 & 605 S Wall St, Calhoun, GA 30701","605 S Wall St, Calhoun, GA, 30701",Dr Sahib Arora,404-590-5760
Pharr Court,"3057 Pharr Ct N Northwest, Atlanta, GA, 30305",Ian Shaw,404-654-2347
129 Sal;t Creek Rd,"129 Salt Creek Rd, Savannah, GA, 31405",Kim Lyle,912-484-1330
816-818 Drayton,"816 Drayton St, Savannah, GA, 31401",Brandon Fargo,912-433-1072
IVY APARTMENTS,"4015 Camellia Dr, Valdosta, GA, 31605",Connor Kerns,404-445-1090
"907 S Main St, La Fayette, GA - 3+ Acres with 4 Buildings","907 South Main St, LaFayette, GA, 30728",Shirley Moore,423-892-1515
Top Dog Storage Portfolio,"2205 Lexington Rd, Athens, GA, 30605",Hunter Reynolds,404-380-1196
Atomic Peak RV Park,"10531 GA-23, Girard, GA, 30426",Mark Lawson,423-618-7401
NORTHLAKE MANOR CONDOMINIUMS,"3593 Woodbriar Cir, Tucker, GA, 30084",Connor Kerns,404-445-1090
208 Doane Street,"208 Doane St SW, Atlanta, GA, 30315",Dave Aynes,678-665-3283
Jefferson Apartments,"100 S Jefferson St, Albany, GA, 31701",Ramesh Ram,678-313-3034
1073 Neal Place and 324 Archer Way NW,"1073 Neal Pl NW, Atlanta, GA, 30314",Troy Reynolds,706-616-3400
Unit 900 Wilmington Plantation,"700 Wilmington Island Rd, Savannah, GA, 31410",Steven Fischer,912-927-1088
324-348 Bay Street,"324-348 Bay Street, Atlanta, GA, 30303",Monty Coursey,770-755-6588
Metro Atlanta Personal Care Home | 25 Units,"519 Lawrenceville St NW, Norcross, GA, 30071",Ernie Anaya,404-876-1640
Sweetwater Storage,"6869 S Sweetwater Rd, Lithia Springs, GA, 30122","Jane H. Sauls, CCIM",770-328-2379
"SFR Portfolio in Macon, GA","3508 Cresthill Ave, Macon, GA, 31204",Troy Reynolds,706-616-3400
11 Lissner Ave,"11 Lissner Ave, Savannah, GA, 31408",Kim Lyle,912-484-1330
Spacious Skies Campgrounds Portfolio,"805 Fort Argyle Rd, Savannah, GA, 31419",Michael Nissley,561-479-1588
"109 Daffron Rd, Ringgold, GA","109 Daffron Rd, Ringgold, GA, 30736",Geoffrey Ramsey,423-227-5564
3406 Barack Obama Blvd Unit G #G,"3406 Barack Obama Blvd, Valdosta, GA, 31602",Jon Bollinger,229-269-3687
Pool of Performing 2nd Position Notes,"123 1st Ave NE, Decatur, GA, 30030",Derrick Barker,727-761-3877
"5960 Atlanta Highway, Alpharetta warehouse/office/retail","5960 Atlanta Hwy, Alpharetta, GA, 30004",Brian Patton,770-634-4848
711 Tattnall Street,"711 Tattnall St, Savannah, GA, 31401",Kim Lyle,912-484-1330
Multi Use Broad Street Portfolio,"2024 Broad St, Augusta, GA, 30904",Jonathan Aceves,706-294-1757
4485 Tench Road Unit 710,"4485 Tench Road Unit 710, Suwanee, GA, 30024",Yang Sook Kwon,404-933-7557
1.72 + 1.65 (3.37 Acre) Acre Highway Orientated Commercial,"0 HW 301 N, Statesboro, GA, Statesboro, GA, 30461",Traver Vliem,912-515-6060
Emerald China Restaurant,"3455 Peachtree Industrial Blvd, Duluth, GA, 30096",Tim Le,770-912-9684
"117 Johnson Drive, Athens, Georgia 30605","117 Johnson Dr, Athens, GA, 30605",Kimberly Matthews,706-340-0700
The Tena's Building,"283 E Clayton St, Athens, GA, 30601",Brett DeLoach,762-999-0800
Atlanta GA,"111 Atlanta GA USA, Marietta, 30060",Joe Goldberg,845-662-5683
In & Out storage,"505 Straight St, Dalton, GA, 30721",Daniel Hunter,423-605-9713
"340 Lockheed Ave SE, Marietta, GA 30060-2804","340 Lockheed Ave SE, Marietta, GA, 30060",Sarah Byrd,404-324-1344
Vistas,"1931 Murphy Rd, Augusta, GA, 30904",Andrew Batkins,678-595-6254
The Arbors,"3901 Northside Dr, Macon, GA, 31210",Mack Leath,770-594-1915
5 Prime Southwest Properties in Atlanta,"1687 Beechwood Blvd SW, Atlanta, GA, 30311",Reginald Jackson,404-474-4153
HARTWELL CABINS & RV'S,"700 Parkdale Dr, Hartwell, GA, 30643",Connor Kerns,404-445-1090
368 Ponce De Leon Avenue NE,"368 Ponce De Leon Avenue NE, Atlanta, GA, 30308",Steve Massell,404-255-6810
8.81 Development Tract - 40k+ VPD,"Briarwood Ln, Statesboro, GA, 30458",Prashant Patel,229-256-3260
O4W Townhomes – Sale Ready,"404 Linden Ave NE, Atlanta, GA, 30308",Rahill Lakhani,770-648-1163
The Village at Green Island - Condo 5,"6801 River Rd, Condo 5, Columbus, GA, 31904",Franklin Harcourt,706-566-9135
THE DANNENBERG,"476 3RD STREET, MACON, GA 31201, Macon, 31201",Connor Kerns,404-445-1090
Dallas Storage Development,"3363 Villa Rica Hwy, Dallas, GA, 30157",John Lindsey,919-381-7799
Youngs Grocery and Duplex,"848 25th St, Columbus, GA, 31904",Bryce Reese,843-687-3831
Athens Self Storage Development,"115 McClung Dr, Athens, GA, 30601",Luke Sauls,770-841-4591
Established Liquor Store For Sale,"2262 Waynesboro Hwy, Hiltonia, GA, 30467",Matt Rogers,706-799-3470
"±5,978 Square Feet Downtown Investment","602 3rd St, Augusta, GA, 30901",Jonathan Aceves,706-294-1757
Visionary Mixed-Use Opportunity,"901 Barnard Street, Savannah, GA, 30401",Beth Moraitakis,912-712-2258
Stor All Self Storage Sylvester,"101 Thompson St, Sylvester, GA, 31791",Luke Sauls,770-841-4591
StoreGuard Self Storage,"404 Fraser Cir, Hinesville, GA, 31313",Frank DeSalvo,813-345-5876
659 and 667 Atlanta St SE,"659 Atlanta St SE, Marietta, GA, 30060",Teri Primiano,No Phone Number Available
MOJO'S XPRESS WASH PORTFOLIO,"900 Hopkins Corner Dr, Waynesboro, GA, 30830",Owen Fincher,864-203-0091
Gray Line Storage Forsyth,"51 W Adams St, Forsyth, GA, 31029",Frank DeSalvo,813-345-5876
Oakridge,"7700 Veterans Pkwy, Columbus, GA, 31909",Kyra Cottle,678-412-5583
SHOVEL READY SELF STORAGE DEVELOPMENT,"3140 Breckinridge Blvd, Duluth, GA, 30096",Jason Chaliff,404-483-4477
Whitepath Lodge and Resort,"987 Shenendoa Dr, Ellijay, GA, 30540",Roy Gilbertsen,863-559-2557
Cohutta Pines,"367 Old Hwy 2, Cisco, GA, 30708",Christian Swann,770-412-3126
507 Harlan Street,"507 Harlan St, Calhoun, GA, 30701",Samantha Lusk,770-547-1441
Gainesville St Complex,"339 Gainesville St, Carnesville, GA, 30521",Shelley Phillips,706-476-9489
Well-Established & Profitable Sushi and Hibachi Restaurant,"1221 Northbrook Pkwy, Suwanee, GA, 30024",Sung (Scott) Kim,678-417-1434
"Rental Portfolio in Springfield, GA- 3 Single Family Homes","203 E 4th St, Springfield, GA, 31329",Joseph Williams,269-479-6510
Metro Atlanta GA 3-Unit Vape Shops,"3-Unit Vape Shops for Sale Metro Atlanta GA, Chamblee, GA, 39901",Steven Josovitz,770-840-2121
The Sawmill Place Kitchen and Market,"1150 Pat Haralson Dr, Blairsville, GA, 30512",Jerry Harkness,706-949-3747
Blair Ridge,"120 Bear Ridge Rd, Dahlonega, GA, 30533",Kevin Dierkes,404-805-3445
"11 Developable Acres - MHP, RV Park, Storage, Single Family","2298 Johnson Road, Townsend, GA, 31331",Michael Hardy,912-230-0549
1019 W. US Hwy 80,"1019 W. US-80, Pooler, GA, Pooler, GA, 31322",Kim Lyle,912-484-1330
1313 Whitaker Street,"1313 Whitaker St, Savannah, GA, 31401",Brandon Fargo,912-433-1072
111 E. JL Tyre St. Screven GA 31560,"E JL Tyre St, Screven, GA, 31560",Stephanie Capalbo,912-286-7292
Beauty Supply in Busy Area,"Wesley Chapel Rd, Decatur, GA, 30034",Sung (Scott) Kim,678-417-1434
Korean Restaurant in Suwanee Prime Location for Sale,"310 Old Peachtree Rd NE, Suwanee, GA, 30024",Sung (Scott) Kim,678-417-1434
36 Martin Luther King Blvd,"36 Martin Luther King Jr Blvd, Savannah, GA, 31401",Brett Strickland,912-547-2812
Panorama Farm Market,"63 Talona Spur Rd, Ellijay, GA, 30536",Raymond Catena,No Phone Number Available
14.96 AC Ellie Lane,"Ellie Ln, Hinesville, GA, 31313",Jimmy Shanken,912-977-4733
247 W Main Street,"247 W Main St, Swainsboro, GA, 30401",Paul Newman,912-489-4433
"Award Winning Woodpecker Trail Olive Farm in Glennville, GA","2437 GA-121, Glennville, GA, 30427",Jeff Raines,912-531-0284
0 Kent Road,"0 Kent Road, Tifton, GA, 31794",Kim Brownlee,229-238-1777
Commercial/Multi-Family Development Land For Sale,"Russell Parkway @ South Houston Lake Road, Warner Robins, GA, 31088",Derek Foster,478-997-1024
1.83 Acres Trophy Urban Re-Development Site,"6400 Roswell Rd, Atlanta, GA, 30328",Roee Ben-Moshe,561-463-3555
1010 Oglethorpe,"1010 Oglethorpe Ave, Athens, GA, 30606",Robert Jahn,706-340-3311
512 W 44th,"512 W 44th St, Savannah, GA, 31405",Brandon Fargo,912-433-1072
Italian Restaurant in Buckhead,"4233 Roswell Rd NE, Atlanta, GA, 30342",Juan Mejia,678-636-9716
36 Stargazer Trail NW,"36 Stargazer Trail NW, Rome, GA, 30165",Keith Beauchamp,706-767-5778
207 W. Broughton,"207 West Broughton Street, Savannah, GA, 31401",John Gilbert,912-547-4464
Frozen Yogurt National Franchises,"3600 Dallas Hwy, Marietta, GA, 30064",Steven Josovitz,770-840-2121
1641 Ballewtown Road,"1641 Ballewtown Road, Blue Ridge, GA, 30513",Teresa Bidez,706-455-2911
Profitable Cobb County Daycare,"1221 Old Powder Springs Rd SW, Mableton, GA, 30126",Derek Whitner,678-320-4800
WIN HGTS,"111 1st, Fitzgerald, GA, 31750",Clay Browning,229-834-7486
"Tranquille Resort - Hiawassee, GA","834 Lower Bell Creek Road, Hiawassee, GA, 30546",Paul Fischetti,404-445-5634
Centertown Moultrie,"700 1st St SW, Moultrie, GA, 31768",John Courson,229-251-4632
Patrick Mill Village 132-unit multi-family site,"55 S Center St, Winder, GA, 30680",Nathan Purvis,404-819-2520
American Deli,"893 N Hairston Rd, Stone Mountain, GA, 30083",SANG SEOL,770-568-3459
West End Properties- Available For Individual Purchase,"539 Hopkins St SW, Atlanta, GA, 30310",Reginald Jackson,404-474-4153
Restaurant For Sale - Keep or Convert!,"Peachtree Industrial Blvd, Doraville, GA, 30360",TIFFANY BAKER,205-413-7152
2803 HWY 138,"2803 GA-138, Jonesboro, GA, 30236",Brande Smith,770-560-7478
3818 Falcon Parkway,"3818 Falcon Pkwy, Flowery Branch, GA, 30542",William Ferguson,678-925-8375
Salvage/Recycling Yard,"108 Tucker Rd, Valdosta, GA, 31601",Derrick Carswell,770-317-7460
Grady-GSU Anchored Redevelopment Opportunity,"199 Edgewood Ave SE, Atlanta, GA, 30303",Paul Johnson,404-313-3200
TWO ACRE COMMERCIAL AT TN & GA STATE LINE,"Cleveland Hwy, Cohutta, GA, 30710",DAVID CABERO,423-509-6111
"216 Greene Street, Augusta GA 30901","216 Greene St, Augusta, GA, 30901",Danielle Meikrantz,706-284-8359
BE Safe Climate Storage Lease-Up Opportunity,"526 Bowens Mill Rd SW, Douglas, GA, 31533",Josh Koerner,904-591-0140
Kings Bay Commercial Lot,"Osborne Rd, St. Marys, GA, 31558","Simon V. Grigoryan, MBA",904-672-1443
1076 Longley Ave NW,"1076 Longley Ave NW, Atlanta, GA, 30318",David Williams,404-386-4782
601 Tupelo Trail,"601 Tupelo Trail, Hinesville, GA, 31313",Jimmy Shanken,912-977-4733
Holiday mini storage,"555 Patrol Rd, Forsyth, GA, 31029",Scott Wilson,478-951-9460
"Ogden Street, Eastman","Ogden St, Eastman, GA, 31023",Derek Foster,478-997-1024
100 Fully Entitled Acres on Deepwater in Camden County,"28810 GA-25, Waverly, GA, 31565",Michael Hardy,912-230-0549
5125-5127 Ogeechee Rd,"5127 Ogeechee Rd, Savannah, GA, 31405",Kim Lyle,912-484-1330
Restaurant with additional 3 buildings to develop,"109 Jefferson St, Savannah, GA, 31401",Jacqueline Mason,912-220-1844
110 Cedar Lane NW,"110 Cedar Ln NW, Milledgeville, GA, 31061",Jessica Bowers,478-795-4663
Summerville Trade Day Flea Market,"100 Elder Trailer Park Rd, Summerville, GA, 30747",Rick Wyatt,706-857-8020
Benton Grove,"Benton Grv, Pooler, GA, 31322",Trisha Cook,+1 912-844-8662
422 W 43rd ST,"422 W 43rd St, Savannah, GA, 31401",Parker Denmark,912-897-6320
Grovetown Investment,"George St, Grovetown, GA, 30813",Kevin McCarthy,706-284-7629
Ogeechee Road Raw Land,"5235 Ogeechee Rd, Savannah, GA, 31405",Kim Lyle,912-484-1330
HWY 20 / Scott Rd Canton Market Place Extension 35+- acres,"177 Weaver Cir, Canton, GA, 30115",Brian Laurens,770-256-8394
5+ Acre Multifamily / Commercial Development Land,"2685 Campbellton Rd SW, Atlanta, GA, 30311",Douglas Calderwood,404-487-8429
Cicada Drive & Locust Court,"151 Cicada Drive SE, Milledgeville, GA, 31061",Patty Burns,478-746-9421
Bryson Crossing Apartment Site,"Robert Bryson Smith Parkway, Warner Robins, GA, 31005",Scott Wilson,478-951-9460
Historic Creative Loft Development,"316 Peters St SW, Atlanta, GA, 30313",Michael Nolen,678-808-2775
1.5 AC Castleberry Hill Redevelopment,"492 Larkin St SW, Atlanta, GA, 30313",Michael Nolen,678-808-2775
Multi-family/Commercial Land,"Housers Mill Road, Byron, GA, 31008",Adam Bailey,478-750-7507
Jefferson Land,"US-129 BUS, Jefferson, GA, 30549","APRIL ANGELES, MBA-Land Broker",678-984-6461
Highly visible Hwy 85 with billboard right,"5375 Goshen Springs Rd, Norcross, GA, 30093",Tuy Dewey Luong,678-707-2498
526 Red Bush School Rd,"526 Red Bush School Rd, Blue Ridge, GA, 30513",Joe Folsom,770-722-5098
JMP COMMERCIAL TRACT,"705 & 765 Jennings Mill Parkway, ATHENS, GA, 30622",Grant Whitworth,706-548-9300
Industial Parcel Near Stonecrest Mall |,"8489 I 20 East Access Rd, Lithonia, GA, 30038",Perry Hayes,404-876-1640
LaGrange Ga. 75.5 ac. I-85 South Exit 18,"Patillo Rd, LaGrange, GA, 30241",Jennifer Seliski,404-493-7845
1101 Walton Way,"1101 Walton Way, Augusta, GA, 30901",Parker Dye,706-399-9303
Prime Value Add Multi Family Complex - 4 Units,"747 E Gwinnett St, Savannah, GA, 31401",Brandon Fargo,912-433-1072
"2132 McCalla Road SE Conyers, Georgia 30013","2132 McCalla Rd, Conyers, GA, 30013",Janice Overbeck,404-585-8881
Quadplex with Occupying Tenants in Rocky Face,"1775 Westside Cir, Rocky Face, GA, 30740",Michael Williams,706-459-3107
Patriot Liquors - Drive-Thru Liquor Store,"105 W Hendry St, Hinesville, GA, 31313",Jenny Rutherford,912-414-7155
Canyon Cottages,"Bible Gulf Rd, GA, GA, 30731",Jack Martin,423-752-0188
Haisten Hospital,"522 Meriwether St, Griffin, GA, 30224",Matt Wood,770-480-4462
661 Auburn Ave NE STE 220,"661 Auburn Ave NE, Atlanta, GA, 30312",Steven Josovitz,770-840-2121
Stonebrook Apartments,"1624 Norman Drive, College Park, GA, 30349",Mack Leath,770-594-1915
University Midtown Apartments,"610 Baytree Rd, Valdosta, GA, 31602",John Courson,229-251-4632
"897 US Hwy 80, Eden, Ga 31307 near Hwy 80 and Dogwood Rd","897 US Hwy 80, Eden, Ga 31307, Eden, GA, 31307",Kim Lyle,912-484-1330
Ponderosa Dr,"Ponderosa Dr, Valdosta, GA, 31601",John Courson,229-251-4632
306 N Troup St,"306 N Troup St, Valdosta, GA, 31601",John Courson,229-251-4632
Vallotton Dr,"Vallotton Dr, Valdosta, GA, 31601",John Courson,229-251-4632
E Brookwood Place,"E Brookwood Pl, Valdosta, GA, 31602",John Courson,229-251-4632
Lausanne Dr,"Lausanne Dr, Valdosta, GA, 31601",John Courson,229-251-4632
Sustella Ave,"Sustella Ave, Valdosta, GA, 31601",John Courson,229-251-4632
Wayne St Unit 2,"Wayne St, Adel, GA, 31620",John Courson,229-251-4632
399 Holly Street NW,"399 Holly St NW, Atlanta, GA, 30318",Deji Hambolu,678-207-9432
"Turnkey Restaurant Investment - Peachtree Corners, GA","Peachtree Corners, GA 30092, Norcross, GA, 30092",Tuy Dewey Luong,678-707-2498
101 E General Stewart Way,"101 E General Stewart Way, Hinesville, GA, 31313",Jimmy Shanken,912-977-4733
CJ Hair Salon,"5408 Covington Hwy Unit 06C, Decatur, GA, 30035",SANG SEOL,770-568-3459
CJ Beauty Supply,"5408 Covington Hwy, Decatur, GA, 30035",SANG SEOL,770-568-3459
"153 Morton Avenue | Athens, GA","153 Morton Ave, Athens, GA, 30605","Daniel Bennett, CCIM",706-553-1000
Buford GA Area Burrito Restaurant for Sale,"2463 Hamilton Mill Pkwy, Dacula, GA, 30019",Steven Josovitz,770-840-2121
Buckhead/Chastain Pizza Shop,"4279 Roswell Rd NE, Atlanta, GA, 30342",Daniel Glusman,404-465-3345
** 3- Rental Ready Stonehedge Villas **,"103 Stonehedge Drive, Warner Robins, GA, 31088",Joseph Bello,478-954-5422
"8146 Highway 85, Riverdale, GA 30274","8146 GA-85, Riverdale, GA, 30274",Mark Ellsworth,404-449-6275
Profitable Sushi & Japanese Restaurant,"3150 Old Milton Pkwy, Alpharetta, GA, 30005",Sung (Scott) Kim,678-417-1434
Jackson Street Apartments,"150 Jackson St, Newnan, GA, 30263",Mark Wright,770-542-8480
Lakeland Floor Covering,"71 S Valdosta Rd, Lakeland, GA, 31635",Scott Alderman,229-561-1939
Cedar Cabins,"511 Bo Cannington Dr, Lumpkin, GA, 39867",John C Baker Jr,334-703-8765
High-End Vape Shop For Sale,"Roswell Rd NE, Sandy Springs, GA, 30350",TIFFANY BAKER,205-413-7152
Rivera Park,"1204 Lakeview Dr NW, Conyers, GA, 30012",Josh Ahlzadeh,404-580-8885
Village of College Park,"4060 Herschel Rd, College Park, GA, 30337",Mack Leath,770-594-1915
8537 Pineland Drive,"8537 Pineland Dr, Jonesboro, GA, 30238",Janice Overbeck,404-585-8881
1041 Lawton Ave SW,"1041 Lawton Ave SW, Atlanta, GA, 30310",Ryan Spikes,404-317-9113
Creeks Bend Apartments,"100 Creeks Bend Dr, Ringgold, GA, 30736",Ben Van Gaasbeek,619-746-8378
"Douglasville, GA Self Storage Development Site","3530 Bomar Rd, Douglasville, GA, 30135",Josh Koerner,904-591-0140
Buffalo House Cafe.,"4299 Lawrenceville Hwy, Lilburn, GA, 30047",SANG SEOL,770-568-3459
I-75 & GA 280,"2001 Short Ave, Cordele, GA, 31015",Lee Perlis,404-862-1192
4437 Cowan Rd,"4437 Cowan Rd, Tucker, GA, 30084",Daniel Glusman,404-465-3345
Chestnut Street Duplex Units,"316 Chestnut St, Lafayette, GA, 30728",Tonjia Landreth,423-648-6242
Multifamily Developers Dream Portfolio,"350 Log Cabin Road NE, Milledgeville, GA, 31061",Brandon Thacker,478-501-0509
2.44+/- Parcels Chosewood Park & Summerhill Area,"1174 McDonald Dr SE, Atlanta, GA, 30315",Rick Ferguson,678-209-3100
South Georgia Storage C of O Opportunity,"209 Laurens Industrial Blvd, Dublin, GA, 31021",Josh Koerner,904-591-0140
AUCTION OFFERING: Mixed Use (Office/Student Housing),"300 W 10th St, West Point, GA, 31833",Anthony Ptacek,404-402-1705
Nextstor Storage,"1516 Municipal Pkwy, Douglasville, GA, 30134",Austin McLeod,404-445-1093
11 ACRE-FULLY ENTITLED 58 UNIT TOWNHOME TRACT- Shovel Ready,"354 Log Cabin Rd NE, Milledgeville, GA, 31061",Brandon Thacker,478-501-0509
Riverside Industrial Factory,"Riverside Industrial Park NE, Rome, GA, 30161",Justin Pollard,706-802-7458
"8240 Clyo Kildare Road, Newington, GA 30446","8240 Clyo Kildare Road, Newington, GA 30446, Newington, GA, 30446",Dena Rodewolt,912-295-5807
Laundromat for sale,"512 S Camellia Blvd, Fort Valley, GA, 31030",Craig Gordon,478-714-2528
Turnkey Grading and Logging Company - 37 years in Business,"544 Mulberry St, Macon, GA, 31201",Brandon Thacker,478-501-0509
Brew House Lofts,"452 2nd St, Macon, GA, 31201",Kay Hill,864-678-5997
Fort View Residences - Atlanta South,"Deshlar St, Atlanta, GA, 30310",Adrian Provost,404-635-6420
0 Highway 59 and I85 road frontage (49+/- ac ),"Highway 59, Commerce, GA, 30566","APRIL ANGELES, MBA-Land Broker",678-984-6461
Sweet Auburn Mixed-Use Opportunity,"329 Edgewood Ave SE, Atlanta, GA, 30312",Adrian Provost,404-635-6420
Retail & Office Space for Medical Use Available,"701 Riverside Ave, Waycross, GA, 31501",Matt Demir,904-200-1835
Mi Vida,"1315 Butler Ave #B, Tybee Island, GA, 31328",Jenny Rutherford,912-414-7155
"Between US Hwy 80 and Junction Ave, Garden City","US Hwy 80, Savannah, GA 31408, Savannah, GA, 31408",Kim Lyle,912-484-1330
6367 Metro Atlanta GA Restaurant,"6367 Metro Atlanta GA Restaurant, Avondale Estates, GA, 30002",Steven Josovitz,770-840-2121
Grayson & Lawrenceville GA Wing Restaurants for Sale – Keep or Convert – National Franchise Potential,"1132 Athens Hwy, Grayson, GA, 30017",Steven Josovitz,770-840-2121
Avery Village Apartments - 22 Units,"86 N Avery Rd NW, Rome, GA, 30165",Justin Pollard,706-802-7458
NIKU BBQ & HOTPOT Japanese Restaurant,"3300 Heritage Walk, Milton, GA, 30004",Catherine Delestre,904-566-8172
