Building Name,Address,Broker,Broker Phone
Behavioral Health Property and Business,"2047 W Keim Dr, Phoenix, AZ, 85015",Tim Dulany,602-330-4468
Casa Larga,"6590 E Golf Links Rd, Tucson, AZ, 85730",Nicholas Tomko,520-869-4950
Lux at Craftsman Court,"4238 N Craftsman Ct, Scottsdale, AZ, 85251",Branden Mondragon,480-289-4234
PV Car Wash and Gas Station,"12621 N Paradise Village Pkwy W, Phoenix, AZ, 85032",Alexander Pavone,480-622-0050
14665 W Parkwood Dr,"14665 W Parkwood Dr, Surprise, AZ, 85374",Sam Rutledge,480-621-3292
Bella Villas Scottsdale,"7320 E Belleview St, Scottsdale, AZ, 85257",Ryan Ash,602-525-4877
Thornydale Storage,"9150 N Thornydale Rd, Tucson, AZ, 85742",Jeff Gorden,480-331-8880
SOHO Scottsdale,"16510 N 92nd St, Scottsdale, AZ, 85260",Brett Skotnick,602-799-2135
Storage 365,"8585 E Princess Dr, Scottsdale, AZ, 85255",Bill Bellomy,832-623-1690
Alta Vista Mini Storage,"2750 W Northern Ave, Phoenix, AZ, 85051",Walter Brauer,213-613-3226
The Spot on Tuckey,"1815 W Tuckey Ln, Phoenix, AZ, 85015",Ryan Ash,602-525-4877
The Howe,"2185 E Howe Ave, Tempe, AZ, 85281",Adam Saylor,602-687-6768
Short Term Rental in North Scottsdale-exceptional,"6729 E Sharon Dr, Scottsdale, AZ, 85254","Linda Gerchick, CCIM",602-688-9279
The Hideout,"3000 S Mission Rd, Tucson, AZ, 85713",Calvin Case,520-406-0000
303 W Juniper Ave,"303 W Juniper Ave, Flagstaff, AZ, 86001",Kevin Call,928-440-5450
Gathering Tree,"301 S O'Leary St, Flagstaff, AZ, 86001",Kevin Call,928-440-5450
"Development Opportunity with 5,392 SF Existing Office","1300 W Gurley St, Prescott, AZ, 86305",Mary Jo Kirk,928-710-4045
Canyon del Rio,"3200 E Butler Ave, Flagstaff, AZ, 86004",Kevin Call,928-440-5450
Dynamite Express Car Wash – Tucson Hard Corner + Real Estate,"5701 S 12th Ave, Tucson, AZ, 85706",Dylan Price,623-249-8637
Arrowhead Lodge,"2010 E Rte 66, Flagstaff, AZ, 86004",Mike Konefal,928-853-3810
16901 E Palisades Blvd,"16901 E Palisades Blvd, Fountain Hills, AZ, 85268",Brady Murray,619-804-7608
High View at Boulder Creek,"N Boulder Crk Rd, Camp Verde, AZ, 86322",Kevin Call,928-440-5450
Ponderosa Retreat,"775 E Ponderosa Pkwy, Flagstaff, AZ, 86001",Kevin Call,928-440-5450
Juniper Roost,"301 S O'Leary St, Flagstaff, AZ, 86001",Kevin Call,928-440-5450
3291 & 3295 S. Gila Dr,"3291 & 3295 S. Gila Dr, Flagstaff, AZ, 86001",Kevin Call,928-440-5450
"Best Tire, LLC | Recent Price Reduction!","1210 W Beale St, Kingman, AZ, 86401",Dylan Price,623-249-8637
Ron Warfield Trucking,"5640 Railhead Ave, Flagstaff, AZ, 86004",Kevin Call,928-440-5450
516 W. Hopi Drive,"516 W. Hopi Drive, Holbrook, AZ, 86025",Kevin Call,928-440-5450
Scottsdale Development Opportunity - Scottsdale Rd Frontage,"925 N Scottsdale Rd, Scottsdale, AZ, 85257","Carter Wilson, SIOR, CCIM",602-575-2328
115 Jerome Ave,"115 Jerome Ave, Jerome, AZ, 86331",jessie pfeiffer,610-864-4113
"403 Clark St, A3","403 Clark St, Jerome, AZ, 86331",jessie pfeiffer,610-864-4113
Whispering Winds,"860 W Rd 1 South, Chino Valley, AZ, 86323",Karen Klabacha,928-273-0456
3340 Tolteca Dr,"3340 Tolteca Dr, Lake Havasu City, AZ, 86406",Tiffani Lambro,928-277-9166
72 S Smoketree Ave,"72 S Smoketree Ave, Lake Havasu City, AZ, 86403",Tiffani Lambro,928-277-9166
Skyline Motel,"525 E Gurley St, Prescott, AZ, 86303",Matthew Fish,480-309-1089
8910 N 8th St,"8910 N 8th St, Phoenix, AZ, 85020",Dallan Randall,480-966-2301
Cottonwood High Density Residential Land,"1214 N Main St, Cottonwood, AZ, 86326",Darien Degher,928-607-3749
Buckaroos Country Store,"46125 US-60, Salome, AZ, 85348",Jonathan Baer,866-694-6946
"""Grapes N Grains"" wine and beer bar","2187 McCulloch Blvd N, Lake Havasu City, AZ, 86403",Randy Shuffler,No Phone Number Available
The View on 24th,"3024 N 24th St, Phoenix, AZ, 85016",Brian Tranetzki,602-435-3636
Marilyn Ave Triplex,"711 E Marilyn Ave, Mesa, AZ, 85204",Richard Horst,480-353-0394
"Dog Kennel - Best of Flagstaff, AZ","7155 Kavanagh Way, Flagstaff, AZ, 86004","Mark T Belsanti, CCIM",928-254-1770
524 Haul Rd #A,"524 Haul Rd, Page, AZ, 86040",Brian Barsness,435-690-9727
TBD Camino Cordon,"TBD Camino Cordon, Tucson, AZ, 85749",Marty Ryan,520-429-0746
"101045 . 5 Home SFR Portfolio Phoenix, AZ","101045 . 5 Home SFR Portfolio, Phoenix, AZ, 85382",Tom Johnston,602-825-1780
"101080 . 14 Home SFR Portfolio Phoenix, AZ","101080 . 14 Home SFR Portfolio, Phoenix, AZ, 85037",Tom Johnston,602-825-1780
Bar/Restaurant Business Asset Sale Opportunity,"101 S San Francisco St, Flagstaff, AZ, 86001",Darien Degher,928-607-3749
Favorable Fitness Franchise in a Rapidly Growing Region,"123 Confidentiality St., Mesa, AZ, 85201",Michelle Seiler Tucker,504-525-1717
"Gammon's Gulch Movie Set, Museum, and Event Space","331 W Rockspring Ln, Benson, AZ, 85602",Waco Starr,520-548-7652
914 S Kenwood,"914 S Kenwood Cir, Tempe, AZ, 85281",Sophia Willets,561-269-9525
1013 E Mingus Ave,"1013 E Mingus Ave, Cottonwood, AZ, 86326",Mike Wise,928-301-9631
11 on Hayden,"1232 Hayden Rd, Scottsdale, AZ, 85257",Sophia Willets,561-269-9525
Tonto Oaks Apartments,"120 S Tonto St, Payson, AZ, 85541",Brian Tranetzki,602-435-3636
Oasis in the Desert,"NEC of 8th & Tyndall, Tucson, AZ, 85719",Craig Finfrock,520-290-3200
Yuma Home Park Apartments,"2550 S Virginia Dr, Yuma, AZ, 85364",Moe Derbala,813-387-4753
Carefree Highway Self Storage,"34600 N 12th St, Phoenix, AZ, 85086",Douglas daCosta,602-430-3788
Villas at the Gin,"20405 N Estrella Parkway, Maricopa, AZ, 85139",Shane Cook,480-703-3316
49733 Turquoise Ave,"49733 Turquoise Avenue, Quartzsite, AZ, 85346",Tim Holley,928-530-0347
7041 S Headley Avenue,"7041 S Headley Ave, Tucson, AZ, 85746",Marc Luety,520-850-4000
Former Jalisco Cafe Now Available,"355 E 10th St, Douglas, AZ, 85607",Nina Marvcesim,520-585-0885
Riggs Circle,"510 N Horne, Mesa, AZ, 85203",Brian Tranetzki,602-435-3636
Prescott Luxury Apartments,"1317 E Gurley St, Prescott, AZ, 86301",Amariah Olson,910-262-7226
Four on 66th Street,"3219 N 66th St, Scottsdale, AZ, 85251",Sophia Willets,561-269-9525
Revival Midtown,"1220 E Medlock Dr, Phoenix, AZ, 85014",Carla Magee,480-359-7796
Tempe County Island,"1109 E Curry Rd, Tempe, AZ, 85281",Dallan Randall,480-966-2301
28428 N Rambling Rock Ct,"28428 N Rambling Rock Ct, Wittmann, AZ, 85361",Dallan Randall,480-966-2301
AZ City Package Deal - SFR & Duplex,"8306 W Pineveta Dr, Arizona City, AZ, 85123",Laura Good,480-406-1984
Glen Park,"6301 N 64th Dr, Glendale, AZ, 85301",Ryan Ash,602-525-4877
Six on 35th,"1431 N 35th St, Phoenix, AZ, 85008",Brian Tranetzki,602-435-3636
BLACK CANYON HIGHWAY LOT,"4410 N BLACK CANYON HIGHWAY, PHOENIX, AZ, 85017",Michelle Pauley,480-442-2447
"13190 E CENTRAL AVE, Mayer, AZ 86333","13190 Central Ave, Mayer, AZ, 86333",Paul Nehmeh,623-910-4003
Owls & Mesa Lodge,"2015 E Benson Hwy, Tucson, AZ, 85714",Joseph Chaplik,480-305-5600
Oakwood Terrace,"2740 N Balboa Ave, Tucson, AZ, 85705",Joseph Chaplik,480-305-5600
Roca Apartments,"416 N Roca Cir, Mesa, AZ, 85213",Laura Good,480-406-1984
"1440-1446 S. Stanley Pl Tempe, AZ","1446 S. Stanley Pl, Tempe, AZ, 85281",Cass Stephens,602-672-3526
"1432 S. Stanley Pl Tempe, AZ","1432 S. Stanley Pl, Tempe, AZ, 85281",Cass Stephens,602-672-3526
"1428 S. Stanley Pl Tempe, AZ","1428 S. Stanley Pl, Tempe, AZ, 85281",Cass Stephens,602-672-3526
"1424 S. Stanley Pl Tempe, AZ","1424 S. Stanley Pl, Tempe, AZ, 85281",Cass Stephens,602-672-3526
Arizona Farm Lot and Land Auction,"3630 S Curtis Flats Rd, Saint David, AZ, 85630",Shawn Terrel,816-945-7741
New India Gate,"4939 W Ray Rd, Chandler, AZ, 85226",James Park,602-730-5688
The Capistrano,"7410 North Zanjero Boulevard, Glendale, Arizona 85305, Glendale, AZ, 85305",Tim Dulany,602-330-4468
Mid-Town Massage & Spa,"2408 N 16th Street, Phoenix, AZ, 85006",James Park,602-730-5688
Ventura Storage Unit,"2899 Venture Dr, Prescott, AZ, 86301",Sharon Mortensen,928-642-7984
AJ Nut Factory,"4014 E. Broadway Road, Phoenix, AZ, 85040",James Park,602-730-5688
Arizona RV Corral Storage,"1201 W Houston Avenue​, Gilbert, AZ, 85233",Denise Nunez,540-808-5402
ASU OZ 15,"1424 S Stanley Pl, Tempe, AZ, 85281",Cass Stephens,602-672-3526
Parkway,"5407 W Glenrosa Ave, Phoenix, AZ, 85031",Brian Smuckler,602-570-9442
Thrive at Goodyear - Multi-Family,"13360 W Van Buren St, Goodyear, AZ, 85338",Eric Carlton,949-724-5561
Portfolio of 3 Multi-Family 26 units 100% occupied,"000 Polk, Scottsdale, AZ, 85257","Linda Gerchick, CCIM",602-688-9279
13 units Fully Occupied and almost 1 million in renovations,"306 & 312 E Kinderman Dr, Avondale, AZ, 85323","Linda Gerchick, CCIM",602-688-9279
"7 units 100% occupied, purchase w/residential financing","2122-2124 W Augusta Ave, Phoenix, AZ, 85021","Linda Gerchick, CCIM",602-688-9279
100% Occupied 4plex-Buy Triplex Next w/Residential Financing,"2122 W Augusta Ave, Phoenix, AZ, 85021","Linda Gerchick, CCIM",602-688-9279
6 Units Remodeled and Fully occupied in Scottsdale,"7602 E Polk St, Scottsdale, AZ, 85257","Linda Gerchick, CCIM",602-688-9279
Soak + Shine Car Wash,"15625 South 32nd Street, Phoenix, AZ, 85048",Ryan O'Connell,602-595-4000
751 E Southern,"751 E Southern, Phoenix, AZ, 85040",Roger Phillips,310-721-2896
Triplex-2702 N Dodge,"2702 N Dodge Blvd, Tucson, AZ, 85716",Esther Empens,520-271-5585
Forte,"6730 N 17th Ave, Phoenix, AZ, 85015",Brian Smuckler,602-570-9442
Park Villas,"6603 N 65th Ave, Glendale, AZ, 85301",Brian Smuckler,602-570-9442
Tucson RV & Self-Storage Development Site,"2885 S Houghton Rd, Tucson, AZ, 85730",Denise Nunez,540-808-5402
Flagstaff RV / Boat Storage Condos: Dark Sky Storage,"5590 Dark Sky Rd, Flagstaff, AZ, 86001",Daniel Collins,928-230-5168
5963 W Ocotillo Rd,"5963 W Ocotillo Rd, Glendale, AZ, 85301",Terry Kass,602-703-5277
"$1,200,000 Next door is Triplex that can be purchased","715 W Cinnabar Ave, Phoenix, AZ, 85021","Linda Gerchick, CCIM",602-688-9279
"Total of 10 units on 2 Parcels Many Upgrades- $2,100,000","2930-2934 W Polk Street, Phoenix, AZ, 85009","Linda Gerchick, CCIM",602-688-9279
"2934 W Polk-5 Units 100% Occupied $1,050,000","2934 W Polk St, Phoenix, AZ, 85009","Linda Gerchick, CCIM",602-688-9279
"2930 W Polk-5 Units 100% Occupied $1,050,000","2930 W Polk St, Phoenix, AZ, 85009","Linda Gerchick, CCIM",602-688-9279
"9 Units w/Extensive work-$1,800,000","715-721 E Cinnabar Ave, Phoenix, AZ, 85020","Linda Gerchick, CCIM",602-688-9279
Pinnacle Vista,"6301 E Pinnacle Vista Dr, Scottsdale, AZ, 85266",Sean Connolly,602-686-4040
Portland Homes,"2201 E Portland St, Phoenix, AZ, 85006",William Xander,602-327-0904
Shorewood,"3601 N 5th Ave, Phoenix, AZ, 85013",Richard Butler,602-687-6782
"367 HOME BFR INVESTMENT PORTFOLIO PHOENIX, AZ","1612 E Chipman Rd, Phoenix, AZ, 85040",Tom Johnston,602-825-1780
Zane Burger – Established Restaurant & Real Estate For Sale,"1151 W Wickenburg Way, Wickenburg, AZ, 85390",Randy Shuffler,No Phone Number Available
Saguaro Theater – Iconic Downtown Property for Sale,"176 E Wickenburg Way, Wickenburg, AZ, 85390",Randy Shuffler,No Phone Number Available
10 CAP Industrial property + Business with 17 frontage!,"874 Industrial Dr, Camp Verde, AZ, 86322",Lee Garner,480-765-0292
Wood Street Apartments,"1627 E Wood St, Phoenix, AZ, 85040",Chris Benjamin,480-355-2222
Parkside Palms,"109 E Brinker Dr, Avondale, AZ, 85323",Ryan Ash,602-525-4877
Boulevard on 37th,"3232 N 37th St, Phoenix, AZ, 85018",Brian Smuckler,602-570-9442
Maryland Greens,"749 E Maryland Ave, Phoenix, AZ, 85014",Brian Smuckler,602-570-9442
Parkview Apartments,"4324 N 14th St, Phoenix, AZ, 85014",Chad Barber,602-332-1768
Exquisite Luxury Short-Term Rental Property Downtown Gilbert,"92 N Palm St, Gilbert, AZ, 85234","Linda Gerchick, CCIM",602-688-9279
I-17 Corridor Residential/Apartment Land by TSMC,"N Black Canyon Hwy, Phoenix, AZ, 85086",Jim Tipton,602-553-4110
South Side Signs,"2800 Sweetwater Ave, Lake Havasu City, AZ, 86406",Randy Shuffler,No Phone Number Available
PHOENIX DINING ASIAN FUSION,"5030 E McDowell Rd, Phoenix, AZ, 85008",James Park,602-730-5688
Century Drive Duplex,"9938 W Century Dr, Arizona City, AZ, 85123",Laura Good,480-406-1984
Wedgewood Circle Duplex - CAP 5.48%,"1150 N Wedgewood Cir, Mesa, AZ, 85203",Laura Good,480-406-1984
ASU Polished 4,"1312 W 5th St, Tempe, AZ, 85281",Cass Stephens,602-672-3526
Four at Mariana Park,"908 S Mariana St, Tempe, AZ, 85281",Sophia Willets,561-269-9525
4108 S 12th Avenue,"4108 S 12th Ave, Tucson, AZ, 85714",Curt Stinson,520-954-5800
4120 S 12th,"4120 S 12th Ave, Tucson, AZ, 85714",Curt Stinson,520-954-5800
9803 N Metro Pkwy,"9803 N Metro Pkwy W, Phoenix, AZ, 85051",Brent Mallonee,602-224-4437
4114 S 12th Ave,"4114 S 12th Ave, Tucson, AZ, 85714",Curt Stinson,520-954-5800
Carol Ave Apartments,"1321 E Carol Ave, Phoenix, AZ, 85020",Ryan Ash,602-525-4877
SFH w/room and plans to build 8 units in North Phoenix,"748 E Carol Ave, Phoenix, AZ, 85020","Linda Gerchick, CCIM",602-688-9279
Jacklyn's Salon - 2045 Swanson Ave,"2045 Swanson Ave, Lake Havasu City, AZ, 86403",Luke Still,702-349-3717
Laurie Lane Apartments,"6049 W Laurie Ln, Glendale, AZ, 85302",Winslow Lee,602-501-5855
6 Home SFR Investment Portfolio,"21110 N 76th Ave, Glendale, AZ, 85308",Beth Jo Zeitzer,602-319-1326
3230 North 66th Place,"3230 N 66th Pl, Scottsdale, AZ, 85251",Brian Smuckler,602-570-9442
San Juan Apartments,"602 E San Juan Ave, Phoenix, AZ, 85012",Brad Skenderian,602-975-0816
All 3 Bedrooms Duplex,"8251 W Mystery Dr, Arizona City, AZ, 85123",Richard Horst,480-353-0394
Holiday Park Portfolio,"6638 E Cheery Lynn Rd, Scottsdale, AZ, 85251",Brian Smuckler,602-570-9442
Bali Hai Townhomes,"4007 N Stone Ave, Tucson, AZ, 85705",Steve Fowler,480-390-4589
9SFR Phoenix MSA - Glendale,"8936 W Tuckey Ln, Glendale, AZ, 85305",Drew Gibson,602-684-2891
Lee Ave RV/Boat Storage & RV Park Dev Site,"SEC of Lee Ave & Rio Dr Bullhead City, AZ 86429, Bullhead City, AZ, 86429",Denise Nunez,540-808-5402
Alegre Park,"1827 E Lemon St, Tempe, AZ, 85281",Brian Smuckler,602-570-9442
Camelback Gardens,"2101 W Colter St, Phoenix, AZ, 85015",Ryan Ash,602-525-4877
Four on 25th,"2231 North 25th Pl, Phoenix, AZ, 85008",Sophia Willets,561-269-9525
26 West Culver,"26 W Culver St, Phoenix, AZ, 85003",Brian Smuckler,602-570-9442
"131 W Lindbergh Ave Coolidge, AZ 85128","131 W Lindbergh Ave, Coolidge, AZ, 85128",Cass Stephens,602-672-3526
Youngtown Flats,"12600 N 113th Ave, Youngtown, AZ, 85363",Brian Smuckler,602-570-9442
15 on Cambridge,"1632 E Cambridge Ave, Phoenix, AZ, 85006",Brian Smuckler,602-570-9442
2841 E Bell Road,"2841 E Bell Rd, Phoenix, AZ, 85032",Elijah Stephens,602-384-4550
236 S Alma School Rd Mesa,"236 S Alma School Rd, Mesa, AZ, 85210",Melody Bramer,602-290-3643
5408 Highway 260,"5408 Highway 260, Wagon Wheel, AZ, 85929",Hani Aldulaimi,480-900-8484
350 S Alma School Rd,"350 S Alma School Rd, Chandler, AZ, 85224",Hani Aldulaimi,480-900-8484
9201 N 12th St,"9201 N 12th St, Phoenix, AZ, 85020",James Powers,602-550-8678
The Oasis on Devonshire,"2402 W Devonshire Ave, Phoenix, AZ, 85015",Brian Smuckler,602-570-9442
819 W. Gurley St,"819 W Gurley St, Prescott, AZ, 86305",Raymond Zogob,928-443-0766
5 Property Portfolio Asset,"350 S Alma School Rd, Chandler, AZ, 85224",Hani Aldulaimi,480-900-8484
Phoenix ALH or BEHAVIORAL Opportunity,"Phoenix 85016, Phoenix, AZ, 85016",Stacy Dragos,623-632-0934
3 Bedroom/Built 2006 Individually Parceled Townhomes-3 Units,"15818 N 25th St, Phoenix, AZ, 85032",Richard Horst,480-353-0394
JOAN D ARC,"6913 E Joan De Arc Ave, Scottsdale, AZ, 85254",Teddy Mann,917-682-4423
HAIR SALON,"3502 W Greenway Rd, Phoenix, AZ, 85053",Aleta Ruark,602-418-9312
One Stop Flagstaff Car Wash & Gas Station | Price Reduced!!!,"2325 S Woodlands Village Blvd, Flagstaff, AZ, 86001",Alexander Pavone,480-622-0050
Smith and Western,"6195 E Cave Creek Rd, Cave Creek, AZ, 85331",Alicia Milton,602-400-7769
O'Leary's Pub,"1063 AZ-95, Bullhead City, AZ, 86429",Randy Shuffler,No Phone Number Available
357 Rio Grande,"357 Rio Grande Ct, Bullhead City, AZ, 86442",Jen Gesick,719-650-4959
Vinnedge Signworks,"320 N White Mountain Rd, Show Low, AZ, 85901",Liz Engelhart,928-242-1048
Fringe on 32nd - SELLER FINANCING AVAILABLE,"1822 N 32nd St, Phoenix, AZ, 85008",Brian Tranetzki,602-435-3636
Colorado River Resort,"434 River Glen Dr, Bullhead City, AZ, 86429",Steve Alvarez,702-215-7162
Pecan Ridge 4plex,"7166 N 66th Dr, Glendale, AZ, 85301",Richard Horst,480-353-0394
Falcon storage condo,"450 E Willis Rd #54, Chandler, AZ, 85286",Melody Bramer,602-290-3643
Metro 8 Townhomes,"5102 N 16th Ave, Phoenix, AZ, 85015",Chris Michl,602-952-4051
REMODELED Surprise Assisted Living Home for 10,"Surprise, AZ. 85387, Sun City, AZ, 85387",Stacy Dragos,623-632-0934
±3 AC Along Benson Highway in Tucson AZ,"4300 E Benson Hwy, Tucson, AZ, 85706",Jim Vincent,520-548-0216
2340 W Coolidge,"2340 W Coolidge St, Phoenix, AZ, 85015",Josh Landers,480-217-9599
